TimeWindow  Iteration  ResRel(Pressure)  
    22      67   2.74356216e-03  
    22      68   3.16104481e-03  
    22      69   1.76514860e-02  
    22      70   4.57384896e-03  
    22      71   1.33734574e-03  
    22      72   1.38347869e-03  
    22      73   6.37916901e-03  
    22      74   4.64258357e-03  
    22      75   1.72139244e-04  
    22      76   2.25853248e-03  
    22      77   3.49593765e-03  
    22      78   7.65279515e-03  
    22      79   5.67257119e-03  
    22      80   3.76344093e-03  
    22      81   2.78296795e-03  
    22      82   2.83179203e-03  
    22      83   3.71437494e-03  
    22      84   7.75921514e-03  
    22      85   4.96756721e-03  
    22      86   1.54755606e-03  
    22      87   2.47760009e-03  
    22      88   3.04627139e-03  
    22      89   3.96197225e-03  
    22      90   8.96186337e-03  
    22      91   4.87486034e-03  
    22      92   3.24431796e-04  
    22      93   2.03178794e-03  
    22      94   3.55563843e-03  
    22      95   6.32636295e-03  
    22      96   6.20929008e-03  
    22      97   7.48742721e-03  
    22      98   2.91975760e-03  
    22      99   2.40671879e-03  
    22     100   6.84614263e-03  
    23       1   2.47326821e-01  
    23       2   5.91863293e-03  
    23       3   1.11983458e-03  
    23       4   1.77485702e-03  
    23       5   8.34249178e-03  
    23       6   5.18627722e-03  
    23       7   1.48752788e-03  
    23       8   2.78016829e-03  
    23       9   3.74254645e-03  
    23      10   1.09857615e-02  
    23      11   5.65807315e-03  
    23      12   1.59921674e-04  
    23      13   2.28893275e-03  
    23      14   4.29765396e-03  
    23      15   6.93929174e-03  
    23      16   7.90522976e-03  
    23      17   1.71719906e-02  
    23      18   6.26663757e-03  
    23      19   9.26398013e-04  
    23      20   1.80149700e-03  
    23      21   5.26818334e-03  
    23      22   5.45686232e-03  
    23      23   4.14176635e-03  
    23      24   4.69217527e-03  
    23      25   3.27819468e-03  
    23      26   3.01087769e-03  
    23      27   2.24850943e-02  
    23      28   3.99075962e-03  
    23      29   2.43295314e-03  
    23      30   1.20318650e-03  
    23      31   2.79845776e-03  
    23      32   3.56193741e-03  
    23      33   1.17633721e-02  
    23      34   5.06388492e-03  
    23      35   4.91623462e-04  
    23      36   1.83887160e-03  
    23      37   4.85982751e-03  
    23      38   5.34170160e-03  
    23      39   2.42376872e-02  
    23      40   4.65190812e-03  
    23      41   1.54797066e-03  
    23      42   1.01185731e-03  
    23      43   1.81800477e-03  
    23      44   3.31101131e-03  
    23      45   3.30658962e-03  
    23      46   3.30371333e-03  
    23      47   3.29248251e-03  
    23      48   3.27274423e-03  
    23      49   1.37209902e-03  
    23      50   1.91412807e-03  
    23      51   3.27990334e-03  
    23      52   6.69587766e-03  
    23      53   5.77706430e-03  
    23      54   9.41957466e-03  
    23      55   3.14744434e-03  
    23      56   2.42615117e-03  
    23      57   4.37549706e-03  
    23      58   3.22424032e-03  
    23      59   2.65115656e-03  
    23      60   6.98865727e-04  
    23      61   1.22012094e-03  
    23      62   6.32861994e-03  
    23      63   4.23285125e-03  
    23      64   1.78393025e-03  
    23      65   2.46116235e-03  
    23      66   2.93334119e-03  
    23      67   1.34914922e-02  
    23      68   4.24566227e-03  
    23      69   1.01072989e-03  
    23      70   1.73518179e-03  
    23      71   2.81707881e-03  
    23      72   6.62850501e-03  
    23      73   5.03710512e-03  
    23      74   4.00224865e-03  
    23      75   2.63017646e-03  
    23      76   2.53781744e-03  
    23      77   4.96344760e-02  
    23      78   3.52723258e-03  
    23      79   1.92095453e-03  
    23      80   2.02421693e-03  
    23      81   1.87804631e-03  
    23      82   2.85398839e-03  
    23      83   2.86074417e-03  
    23      84   2.67065404e-03  
    23      85   1.54891773e-03  
    23      86   1.48190790e-03  
    23      87   2.26748951e-04  
    23      88   1.42968647e-03  
    23      89   3.82297635e-03  
    23      90   4.51148896e-03  
    23      91   1.28412350e-02  
    23      92   4.41657133e-03  
    23      93   8.10746820e-04  
    23      94   1.34866543e-03  
    23      95   5.81157229e-03  
    23      96   3.94590754e-03  
    23      97   1.89034593e-03  
    23      98   2.26142342e-03  
    23      99   2.62762232e-03  
    23     100   1.31117230e-02  
    24       1   2.19047993e-01  
    24       2   3.34746596e-03  
    24       3   2.58623619e-03  
    24       4   4.37126409e-03  
    24       5   3.30431606e-03  
    24       6   2.89300329e-03  
    24       7   1.23933255e-02  
    24       8   3.64595236e-03  
    24       9   2.46381996e-03  
    24      10   1.97061398e-03  
    24      11   2.96950853e-03  
    24      12   3.10685107e-03  
    24      13   6.17486884e-03  
    24      14   5.94373849e-03  
    24      15   1.12112039e-02  
    24      16   3.23886848e-03  
    24      17   2.38812622e-03  
    24      18   3.55768544e-03  
    24      19   3.10290196e-03  
    24      20   2.83648032e-03  
    24      21   1.91027763e-02  
    24      22   3.59852298e-03  
    24      23   2.22311098e-03  
    24      24   1.19616588e-03  
    24      25   2.57709104e-03  
    24      26   3.20371689e-03  
    24      27   1.15255151e-02  
    24      28   4.50740030e-03  
    24      29   6.61467446e-04  
    24      30   1.54932528e-03  
    24      31   5.12290344e-03  
    24      32   4.52903731e-03  
    24      33   1.05847941e-02  
    24      34   3.15428690e-03  
    24      35   2.27250171e-03  
    24      36   2.93920837e-03  
    24      37   2.87623943e-03  
    24      38   2.74013944e-03  
    24      39   3.64867449e-02  
    24      40   3.51524051e-03  
    24      41   1.97796676e-03  
    24      42   4.95925019e-04  
    24      43   2.16019888e-03  
    24      44   3.29601698e-03  
    24      45   5.60153191e-03  
    24      46   4.92516481e-03  
    24      47   1.13884890e-02  
    24      48   3.01969820e-03  
    24      49   2.14251777e-03  
    24      50   2.58112981e-03  
    24      51   2.72609189e-03  
    24      52   2.66368600e-03  
    24      53   2.61941432e-03  
    24      54   1.53621353e-03  
    24      55   2.65285544e-06  
    24      56   1.73153470e-03  
    24      57   3.44829835e-03  
    24      58   5.17074405e-03  
    24      59   6.80030148e-03  
    24      60   8.42745814e-03  
    24      61   6.99606942e-03  
    24      62   4.61365462e-03  
    24      63   2.37531488e-03  
    24      64   2.26786402e-03  
    24      65   2.69829165e-02  
    24      66   3.24263675e-03  
    24      67   1.86096466e-03  
    24      68   5.68598946e-04  
    24      69   2.32946492e-03  
    24      70   2.83294289e-03  
    24      71   6.56208936e-03  
    24      72   4.55654827e-03  
    24      73   1.71835393e-03  
    24      74   2.09359312e-03  
    24      75   2.53937128e-03  
    24      76   3.55612995e-03  
    24      77   7.70990821e-03  
    24      78   3.92701522e-03  
    24      79   6.86025572e-05  
    24      80   1.64562481e-03  
    24      81   3.16630260e-03  
    24      82   4.36106707e-03  
    24      83   7.08988040e-03  
    24      84   3.97124533e-03  
    24      85   4.28666941e-04  
    24      86   1.78385817e-03  
    24      87   2.77318202e-03  
    24      88   5.94317488e-03  
    24      89   4.46607036e-03  
    24      90   3.05532939e-03  
    24      91   2.19877130e-03  
    24      92   2.21764810e-03  
    24      93   4.52604301e-03  
    24      94   4.59978042e-03  
    24      95   2.89216716e-03  
    24      96   1.08145121e-03  
    24      97   1.96516762e-03  
    24      98   2.53420754e-03  
    24      99   8.34532719e-03  
    24     100   3.72921835e-03  
    25       1   1.94093907e-01  
    25       2   4.33999892e-03  
    25       3   3.24784614e-03  
    25       4   2.57940041e-03  
    25       5   4.98625583e-03  
    25       6   2.96842193e-03  
    25       7   2.44873524e-03  
    25       8   6.68601609e-03  
    25       9   3.07550206e-03  
    25      10   2.32706900e-03  
    25      11   3.76264304e-03  
    25      12   2.85004687e-03  
    25      13   2.51294230e-03  
    25      14   1.15112542e-02  
    25      15   3.17727884e-03  
    25      16   2.11953320e-03  
    25      17   1.77439984e-03  
    25      18   2.52019724e-03  
    25      19   2.74456841e-03  
    25      20   2.24162228e-02  
    25      21   3.66030994e-03  
    25      22   1.37208761e-03  
    25      23   6.77769068e-04  
    25      24   3.34848112e-05  
    25      25   1.60442667e-03  
    25      26   3.41395475e-03  
    25      27   4.85743425e-03  
    25      28   7.30942408e-03  
    25      29   6.65059030e-03  
    25      30   1.55230394e-02  
    25      31   2.83419001e-03  
    25      32   1.92087130e-03  
    25      33   1.42417288e-03  
    25      34   2.36385422e-03  
    25      35   2.65210179e-03  
    25      36   1.65090751e-02  
    25      37   3.59047432e-03  
    25      38   1.24669708e-03  
    25      39   1.00952167e-03  
    25      40   5.38945391e-03  
    25      41   2.98361809e-03  
    25      42   2.18567947e-03  
    25      43   2.74159877e-03  
    25      44   2.50077110e-03  
    25      45   2.36666909e-03  
    25      46   2.76658151e-02  
    25      47   3.05777407e-03  
    25      48   1.72751164e-03  
    25      49   8.67229859e-04  
    25      50   2.33109544e-05  
    25      51   1.60829856e-03  
    25      52   3.10913420e-03  
    25      53   4.78977640e-03  
    25      54   5.95220225e-03  
    25      55   8.73770594e-03  
    25      56   5.86907113e-03  
    25      57   1.61902345e-03  
    25      58   1.87733206e-03  
    25      59   2.36845407e-03  
    25      60   8.77282794e-03  
    25      61   3.62852080e-03  
    25      62   4.56882707e-04  
    25      63   1.30873274e-03  
    25      64   3.85191456e-03  
    25      65   3.81547054e-03  
    25      66   1.31090961e-02  
    25      67   2.67209596e-03  
    25      68   1.74603132e-03  
    25      69   1.56551509e-03  
    25      70   9.22708219e-04  
    25      71   2.46623360e-03  
    25      72   3.11087148e-03  
    25      73   3.31219977e-03  
    25      74   2.33600834e-02  
    25      75   3.19128376e-03  
    25      76   1.23633734e-03  
    25      77   5.34748579e-04  
    25      78   2.16339674e-03  
    25      79   2.66749080e-03  
    25      80   4.67545850e-03  
    25      81   4.83820030e-03  
    25      82   4.12406655e-02  
    25      83   3.06778569e-03  
    25      84   1.31758063e-03  
    25      85   4.24617920e-04  
    25      86   1.20274659e-03  
    25      87   3.35679929e-03  
    25      88   3.62564619e-03  
    25      89   1.81158635e-02  
    25      90   3.18160145e-03  
    25      91   1.11363329e-03  
    25      92   6.45628486e-04  
    25      93   5.47539172e-04  
    25      94   2.04378453e-03  
    25      95   2.49971988e-03  
    25      96   8.51994573e-03  
    25      97   3.34261066e-03  
    25      98   4.80171768e-04  
    25      99   1.14469444e-03  
    25     100   3.74694359e-03  
    26       1   1.71963925e-01  
    26       2   5.30298835e-03  
    26       3   1.20547221e-03  
    26       4   1.11788028e-03  
    26       5   2.34840479e-03  
    26       6   4.62129005e-03  
    26       7   4.80543804e-03  
    26       8   4.13302455e-02  
    26       9   3.34715925e-03  
    26      10   1.42660780e-03  
    26      11   3.97865890e-04  
    26      12   9.53307144e-04  
    26      13   4.21880382e-03  
    26      14   3.55096134e-03  
    26      15   6.75598293e-03  
    26      16   2.55734462e-03  
    26      17   1.96235235e-03  
    26      18   3.56464267e-03  
    26      19   2.52242004e-03  
    26      20   2.16247566e-03  
    26      21   7.75021509e-03  
    26      22   2.70664614e-03  
    26      23   1.91120845e-03  
    26      24   1.61347249e-03  
    26      25   2.20489566e-03  
    26      26   2.34546697e-03  
    26      27   2.58432316e-02  
    26      28   3.12920840e-03  
    26      29   1.28155273e-03  
    26      30   1.46423476e-03  
    26      31   2.10356681e-03  
    26      32   6.35779107e-03  
    26      33   3.67049765e-03  
    26      34   5.45011899e-04  
    26      35   1.65640594e-03  
    26      36   2.56498579e-03  
    26      37   5.56934469e-03  
    26      38   4.15064686e-03  
    26      39   2.83536966e-03  
    26      40   2.03572182e-03  
    26      41   2.07690806e-03  
    26      42   1.33293372e-03  
    26      43   3.78529370e-04  
    26      44   8.56691233e-04  
    26      45   3.97434578e-03  
    26      46   3.23072155e-03  
    26      47   4.66742384e-03  
    26      48   2.25354639e-03  
    26      49   1.87112528e-03  
    26      50   2.39680470e-03  
    26      51   2.20265220e-03  
    26      52   2.06835777e-03  
    26      53   2.03355496e-02  
    26      54   2.66127812e-03  
    26      55   1.55318531e-03  
    26      56   5.60717713e-04  
    26      57   1.75362989e-03  
    26      58   2.41871144e-03  
    26      59   5.80357330e-03  
    26      60   3.71220434e-03  
    26      61   6.43129807e-04  
    26      62   1.56354114e-03  
    26      63   2.42190237e-03  
    26      64   4.28954545e-03  
    26      65   3.74104473e-03  
    26      66   6.62616719e-03  
    26      67   2.21820528e-03  
    26      68   1.66793896e-03  
    26      69   1.43606884e-03  
    26      70   9.27599382e-04  
    26      71   1.06881094e-03  
    26      72   2.04586998e-03  
    26      73   2.20214296e-03  
    26      74   8.48241799e-03  
    26      75   3.12304891e-03  
    26      76   7.72033189e-04  
    26      77   1.01831580e-03  
    26      78   5.06010127e-03  
    26      79   2.94710378e-03  
    26      80   3.80054644e-04  
    26      81   1.44450876e-03  
    26      82   2.31935230e-03  
    26      83   4.70314667e-03  
    26      84   3.82332855e-03  
    26      85   3.53321137e-03  
    26      86   1.92415823e-03  
    26      87   1.70606608e-03  
    26      88   5.79033182e-03  
    26      89   2.26009547e-03  
    26      90   1.63104555e-03  
    26      91   1.97157114e-03  
    26      92   1.96063936e-03  
    26      93   1.89480896e-03  
    26      94   3.72223595e-02  
    26      95   2.45206889e-03  
    26      96   1.32360149e-03  
    26      97   2.04685936e-04  
    26      98   1.40736909e-03  
    26      99   2.32038752e-03  
    26     100   4.37258708e-03  
    27       1   1.52419979e-01  
    27       2   7.64124169e-03  
    27       3   6.07015076e-03  
    27       4   3.41837555e-03  
    27       5   1.90647521e-03  
    27       6   1.91024985e-03  
    27       7   1.90812623e-03  
    27       8   1.90449373e-03  
    27       9   1.90047519e-03  
    27      10   1.89636743e-03  
    27      11   1.89224888e-03  
    27      12   1.87752415e-03  
    27      13   2.11462012e-01  
    27      14   2.74028888e-03  
    27      15   1.38594141e-03  
    27      16   1.74342263e-05  
    27      17   1.34495667e-03  
    27      18   2.73748261e-03  
    27      19   4.01972693e-03  
    27      20   5.58282156e-03  
    27      21   6.15342141e-03  
    27      22   3.31011688e-03  
    27      23   3.56757224e-04  
    27      24   1.22345658e-03  
    27      25   3.22609684e-03  
    27      26   3.48690753e-03  
    27      27   1.88431289e-02  
    27      28   2.95428059e-03  
    27      29   1.07018050e-03  
    27      30   5.65744062e-04  
    27      31   1.65463827e-04  
    27      32   1.60555978e-03  
    27      33   2.49130504e-03  
    27      34   2.79576590e-03  
    27      35   1.33741863e-02  
    27      36   2.78426879e-03  
    27      37   9.54036518e-04  
    27      38   6.15372199e-04  
    27      39   1.07215583e-03  
    27      40   2.10580854e-03  
    27      41   2.13667400e-03  
    27      42   7.88200362e-02  
    27      43   2.59062487e-03  
    27      44   1.23295195e-03  
    27      45   2.73895517e-04  
    27      46   1.08908481e-03  
    27      47   2.89403043e-03  
    27      48   3.29359410e-03  
    27      49   1.15744411e-02  
    27      50   3.00628656e-03  
    27      51   8.09883163e-04  
    27      52   8.30247986e-04  
    27      53   1.72522065e-03  
    27      54   3.60222818e-03  
    27      55   3.61224004e-03  
    27      56   2.11796761e-03  
    27      57   5.58823891e-04  
    27      58   1.46606231e-03  
    27      59   2.11211529e-03  
    27      60   5.24178803e-03  
    27      61   3.26951430e-03  
    27      62   7.80774336e-04  
    27      63   1.45311734e-03  
    27      64   2.00315756e-03  
    27      65   5.63292439e-03  
    27      66   3.08562019e-03  
    27      67   2.62908760e-04  
    27      68   1.53858103e-03  
    27      69   1.85140330e-03  
    27      70   6.55609698e-03  
    27      71   2.85955162e-03  
    27      72   5.80481158e-04  
    27      73   9.99543039e-04  
    27      74   3.67084610e-03  
    27      75   2.80388634e-03  
    27      76   1.88813344e-03  
    27      77   1.64693927e-03  
    27      78   1.71785252e-03  
    27      79   2.80983992e-02  
    27      80   2.40806143e-03  
    27      81   1.05072850e-03  
    27      82   3.42378334e-04  
    27      83   5.96344506e-04  
    27      84   2.92493831e-03  
    27      85   2.61801755e-03  
    27      86   7.36779580e-04  
    27      87   1.41527521e-03  
    27      88   1.88642796e-03  
    27      89   4.77582763e-03  
    27      90   3.01235305e-03  
    27      91   3.84540617e-04  
    27      92   1.26098822e-03  
    27      93   1.96723947e-03  
    27      94   4.17483621e-03  
    27      95   3.23972239e-03  
    27      96   2.06049493e-03  
    27      97   1.57705255e-03  
    27      98   1.57290008e-03  
    27      99   1.59393735e-03  
    27     100   4.24952221e-03  
    28       1   1.35072776e-01  
    28       2   5.97053635e-03  
    28       3   3.66333138e-03  
    28       4   6.46376791e-04  
    28       5   1.42915954e-03  
    28       6   2.09965626e-03  
    28       7   5.11583038e-03  
    28       8   3.33413228e-03  
    28       9   1.08374855e-03  
    28      10   1.53624365e-03  
    28      11   1.95274164e-03  
    28      12   2.45020192e-03  
    28      13   5.94095027e-03  
    28      14   2.86307328e-03  
    28      15   7.26782441e-05  
    28      16   1.17611510e-03  
    28      17   2.49045716e-03  
    28      18   3.47937963e-03  
    28      19   5.40865739e-03  
    28      20   4.54519965e-03  
    28      21   5.14498048e-03  
    28      22   1.82895496e-03  
    28      23   1.50362257e-03  
    28      24   4.34767770e-03  
    28      25   2.06994867e-03  
    28      26   1.57751367e-03  
    28      27   5.92448883e-04  
    28      28   6.54595226e-04  
    28      29   1.33058460e-02  
    28      30   2.40463040e-03  
    28      31   9.13030345e-04  
    28      32   4.50899186e-04  
    28      33   2.18532109e-05  
    28      34   1.10374227e-03  
    28      35   2.35066994e-03  
    28      36   3.34585320e-03  
    28      37   5.03555078e-03  
    28      38   4.58605781e-03  
    28      39   6.56934864e-03  
    28      40   1.82016112e-03  
    28      41   1.38109301e-03  
    28      42   1.66834338e-03  
    28      43   1.76693669e-03  
    28      44   1.70114089e-03  
    28      45   2.00540316e-03  
    28      46   1.93659692e-03  
    28      47   1.44526971e-03  
    28      48   1.72408527e-03  
    28      49   1.73276598e-03  
    28      50   1.67950833e-03  
    28      51   2.83269758e-02  
    28      52   2.16982419e-03  
    28      53   1.19165173e-03  
    28      54   2.25309476e-04  
    28      55   1.28869048e-03  
    28      56   2.04449472e-03  
    28      57   4.09846345e-03  
    28      58   3.30301401e-03  
    28      59   3.36854759e-03  
    28      60   1.64012008e-03  
    28      61   1.43697480e-03  
    28      62   5.34879351e-03  
    28      63   1.93676277e-03  
    28      64   1.36292741e-03  
    28      65   5.59155940e-04  
    28      66   4.25616231e-04  
    28      67   1.37086146e-03  
    28      68   2.42454054e-03  
    28      69   3.53207160e-03  
    28      70   3.25575620e-03  
    28      71   2.78820370e-03  
    28      72   1.58747717e-03  
    28      73   1.40609765e-03  
    28      74   7.26603505e-03  
    28      75   1.93813352e-03  
    28      76   1.27781725e-03  
    28      77   9.96045754e-04  
    28      78   1.51250135e-03  
    28      79   1.68281789e-03  
    28      80   3.47478985e-03  
    28      81   3.06270067e-03  
    28      82   1.77677294e-04  
    28      83   1.09424500e-03  
    28      84   1.84756171e-03  
    28      85   3.54868121e-03  
    28      86   3.14531793e-03  
    28      87   7.28280274e-03  
    28      88   1.73527226e-03  
    28      89   1.21801674e-03  
    28      90   1.32770169e-03  
    28      91   1.54670826e-03  
    28      92   1.56100936e-03  
    28      93   1.59088514e-03  
    28      94   1.57442680e-03  
    28      95   1.88440469e-03  
    28      96   6.55194620e-03  
    28      97   2.41255692e-03  
    28      98   4.29406042e-04  
    28      99   7.88363871e-04  
    28     100   3.05955965e-03  
    29       1   1.19763121e-01  
    29       2   4.45469068e-03  
    29       3   3.05630225e-03  
    29       4   1.14175084e-03  
    29       5   1.39600780e-03  
    29       6   1.70302612e-03  
    29       7   7.14842903e-03  
    29       8   2.52726950e-03  
    29       9   4.94001635e-04  
    29      10   8.24753538e-04  
    29      11   3.79830763e-03  
    29      12   2.47196577e-03  
    29      13   9.42626833e-04  
    29      14   1.38131595e-03  
    29      15   1.72245062e-03  
    29      16   6.49609295e-03  
    29      17   2.50569576e-03  
    29      18   7.55429262e-04  
    29      19   9.92086803e-04  
    29      20   5.51433282e-03  
    29      21   2.35740110e-03  
    29      22   2.65286934e-04  
    29      23   9.19339136e-04  
    29      24   2.53002041e-03  
    29      25   2.69673263e-03  
    29      26   1.76154829e-02  
    29      27   2.28435404e-03  
    29      28   8.87945909e-04  
    29      29   3.76909404e-04  
    29      30   2.69058502e-04  
    29      31   1.57428877e-03  
    29      32   1.92213020e-03  
    29      33   1.68603648e-03  
    29      34   7.98411886e-04  
    29      35   1.32072815e-03  
    29      36   1.67053695e-03  
    29      37   5.89674052e-03  
    29      38   2.45132123e-03  
    29      39   2.92771730e-04  
    29      40   8.81880581e-04  
    29      41   2.44880286e-03  
    29      42   2.61358163e-03  
    29      43   3.32660782e-03  
    29      44   5.72956744e-03  
    29      45   3.41799190e-03  
    29      46   4.91405104e-04  
    29      47   1.12377777e-03  
    29      48   1.68755224e-03  
    29      49   3.97567276e-03  
    29      50   2.70875063e-03  
    29      51   1.05415500e-03  
    29      52   1.26346843e-03  
    29      53   1.52271798e-03  
    29      54   6.80229706e-03  
    29      55   2.24818938e-03  
    29      56   5.00290529e-04  
    29      57   7.02215781e-04  
    29      58   4.38140722e-03  
    29      59   2.11826223e-03  
    29      60   3.47981919e-04  
    29      61   8.95124131e-04  
    29      62   2.55607460e-03  
    29      63   2.46030894e-03  
    29      64   2.39648810e-02  
    29      65   1.84241617e-03  
    29      66   1.03488681e-03  
    29      67   4.67979668e-04  
    29      68   9.39473245e-04  
    29      69   2.37855020e-03  
    29      70   2.50961836e-03  
    29      71   4.75211385e-03  
    29      72   2.96090941e-03  
    29      73   6.20911481e-04  
    29      74   1.10397126e-03  
    29      75   1.54454838e-03  
    29      76   3.70272907e-03  
    29      77   2.49861064e-03  
    29      78   1.01288694e-03  
    29      79   1.20183671e-03  
    29      80   1.43656820e-03  
    29      81   6.57472136e-03  
    29      82   2.10970016e-03  
    29      83   4.82304028e-04  
    29      84   6.64991621e-04  
    29      85   4.27524636e-03  
    29      86   2.01032418e-03  
    29      87   8.74350902e-05  
    29      88   1.07892908e-03  
    29      89   1.51272116e-03  
    29      90   3.63113484e-03  
    29      91   2.48121392e-03  
    29      92   1.07648719e-03  
    29      93   1.18263789e-03  
    29      94   1.38406678e-03  
    29      95   4.31710264e-03  
    29      96   2.21711073e-03  
    29      97   6.35930976e-05  
    29      98   8.65717909e-04  
    29      99   1.85215438e-03  
    29     100   2.55749052e-03  
    30       1   1.06103212e-01  
    30       2   1.06974789e-02  
    30       3   9.80671143e-04  
    30       4   8.79396603e-04  
    30       5   7.91956649e-03  
    30       6   1.84745242e-03  
    30       7   1.14101126e-03  
    30       8   7.30506962e-04  
    30       9   6.50619858e-05  
    30      10   8.68654019e-04  
    30      11   2.00193108e-03  
    30      12   2.65440216e-03  
    30      13   4.84137003e-03  
    30      14   3.06845548e-03  
    30      15   7.02676235e-04  
    30      16   1.13131885e-03  
    30      17   1.53941410e-03  
    30      18   4.52184498e-03  
    30      19   2.38355988e-03  
    30      20   8.74299526e-04  
    30      21   8.57214837e-04  
    30      22   4.62002738e-04  
    30      23   1.27208465e-03  
    30      24   1.63058814e-03  
    30      25   5.18429824e-03  
    30      26   2.30244175e-03  
    30      27   2.03095856e-04  
    30      28   8.34394578e-04  
    30      29   2.14040719e-03  
    30      30   2.42622088e-03  
    30      31   8.62008593e-03  
    30      32   2.20237077e-03  
    30      33   6.00340209e-04  
    30      34   5.69835264e-04  
    30      35   1.57116978e-03  
    30      36   2.30260010e-03  
    30      37   3.51572922e-03  
    30      38   3.52839012e-03  
    30      39   1.72566657e-01  
    30      40   1.82790850e-03  
    30      41   8.93099214e-04  
    30      42   4.06134224e-05  
    30      43   8.58219008e-04  
    30      44   1.84001383e-03  
    30      45   2.57709024e-03  
    30      46   4.03095931e-03  
    30      47   3.37407590e-03  
    30      48   3.59237796e-03  
    30      49   1.34546760e-03  
    30      50   1.13021951e-03  
    30      51   3.62482729e-03  
    30      52   1.55551799e-03  
    30      53   1.16050033e-03  
    30      54   4.51426542e-04  
    30      55   5.17218191e-04  
    30      56   7.71081587e-03  
    30      57   1.80723576e-03  
    30      58   6.02150576e-04  
    30      59   4.66854141e-04  
    30      60   1.11242961e-03  
    30      61   2.23010171e-03  
    30      62   2.58808132e-03  
    30      63   7.05495754e-03  
    30      64   2.20950861e-03  
    30      65   4.65716917e-04  
    30      66   6.43082282e-04  
    30      67   1.67050351e-03  
    30      68   2.17852575e-03  
    30      69   2.87381220e-03  
    30      70   3.96980094e-03  
    30      71   3.20622817e-03  
    30      72   3.03604758e-05  
    30      73   8.53428887e-04  
    30      74   1.65900768e-03  
    30      75   2.57577467e-03  
    30      76   3.19815782e-03  
    30      77   5.12807860e-03  
    30      78   3.05744200e-03  
    30      79   4.12428276e-04  
    30      80   9.33877791e-04  
    30      81   1.41502241e-03  
    30      82   3.20258180e-03  
    30      83   2.29153635e-03  
    30      84   1.71656604e-04  
    30      85   7.64573224e-04  
    30      86   1.86973772e-03  
    30      87   2.18567549e-03  
    30      88   6.06404929e-03  
    30      89   2.08236344e-03  
    30      90   3.97427954e-04  
    30      91   6.18667150e-04  
    30      92   3.06922493e-03  
    30      93   1.81942572e-03  
    30      94   3.61039198e-04  
    30      95   9.38991604e-04  
    30      96   1.38556929e-03  
    30      97   3.28813793e-03  
    30      98   2.18439717e-03  
    30      99   7.87096778e-04  
    30     100   1.01090330e-03  
    31       1   9.39962341e-02  
    31       2   5.78996991e-03  
    31       3   3.44004127e-03  
    31       4   3.96086421e-04  
    31       5   9.45485262e-04  
    31       6   1.46076159e-03  
    31       7   1.73907081e-03  
    31       8   6.22511982e-03  
    31       9   1.75780413e-03  
    31      10   5.15770039e-04  
    31      11   4.95534464e-04  
    31      12   2.06243533e-02  
    31      13   1.67287541e-03  
    31      14   9.08939195e-04  
    31      15   1.63887606e-04  
    31      16   9.71307145e-04  
    31      17   1.56522539e-03  
    31      18   2.95501951e-03  
    31      19   2.53087371e-03  
    31      20   4.20727642e-03  
    31      21   1.35953588e-03  
    31      22   1.03859725e-03  
    31      23   1.88326556e-03  
    31      24   1.36894379e-03  
    31      25   1.18045805e-03  
    31      26   4.43958011e-03  
    31      27   1.47630112e-03  
    31      28   1.03092451e-03  
    31      29   7.18803209e-04  
    31      30   1.16253296e-03  
    31      31   1.33123103e-03  
    31      32   7.23601319e-03  
    31      33   1.82084990e-03  
    31      34   5.32109444e-04  
    31      35   4.72675920e-04  
    31      36   5.63739494e-03  
    31      37   1.54855269e-03  
    31      38   9.75608586e-04  
    31      39   5.62280306e-04  
    31      40   1.09337203e-03  
    31      41   1.32572223e-03  
    31      42   5.36108202e-03  
    31      43   1.82846147e-03  
    31      44   6.52905221e-04  
    31      45   7.60200129e-04  
    31      46   6.37859481e-03  
    31      47   1.68681475e-03  
    31      48   5.06870972e-04  
    31      49   4.51953634e-04  
    31      50   5.49532201e-03  
    31      51   1.51539606e-03  
    31      52   9.55508466e-04  
    31      53   3.74565951e-04  
    31      54   1.00729084e-03  
    31      55   1.35280636e-03  
    31      56   3.80643776e-03  
    31      57   1.98510993e-03  
    31      58   6.84921150e-05  
    31      59   8.02320070e-04  
    31      60   1.48870377e-03  
    31      61   2.45068170e-03  
    31      62   2.73756016e-03  
    31      63   8.07340086e-03  
    31      64   1.92004341e-03  
    31      65   5.32129063e-04  
    31      66   6.07209237e-04  
    31      67   1.07402726e-03  
    31      68   2.30403968e-03  
    31      69   2.16558303e-03  
    31      70   4.38107219e-04  
    31      71   8.78189064e-04  
    31      72   1.25102574e-03  
    31      73   3.25641700e-03  
    31      74   1.96033357e-03  
    31      75   3.85941506e-04  
    31      76   9.97146898e-04  
    31      77   1.07297018e-03  
    31      78   2.28789431e-03  
    31      79   2.13750953e-03  
    31      80   1.95365563e-03  
    31      81   1.11064825e-03  
    31      82   9.85562063e-04  
    31      83   5.14547320e-03  
    31      84   1.35667572e-03  
    31      85   8.88778059e-04  
    31      86   6.67310982e-04  
    31      87   1.04392232e-03  
    31      88   1.18502050e-03  
    31      89   7.20745159e-03  
    31      90   1.60034456e-03  
    31      91   5.20006130e-04  
    31      92   3.75811958e-04  
    31      93   1.79234272e-04  
    31      94   9.85242566e-04  
    31      95   1.33427413e-03  
    31      96   3.47708807e-03  
    31      97   1.87906233e-03  
